ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
88.29 54.38 99.25 80.80 79.67 15.88 29.55 64.08 44.75 10.73 57.93 6.97 19.99 20.57 169.42 45.65 56.48 10.59 26.69 56.45 58.55 158.10 170.44 76.29 64.98 129.26 11.88 39.97 189.55 9.80 47.63 16.37 15.93 16.71 101.68 29.51 27.03 121.12 12.31 24.08 49.43 35.01 25.41 21.43 10.21 37.24 42.49 32.35 34.20 9.44 20.04
89.00 54.12 98.68 81.11 79.78 15.80 30.26 65.62 45.64 10.86 58.99 6.90 20.37 20.72 172.45 46.71 58.43 10.73 28.09 57.61 59.41 165.00 166.97 72.90 66.42 130.28 12.03 41.12 189.30 9.69 46.51 16.21 15.82 16.83 102.88 29.76 26.96 117.55 11.88 24.96 51.05 34.85 25.55 21.46 10.15 37.43 42.43 32.76 34.52 9.35 19.32
88.01 54.08 99.48 80.64 78.64 16.21 29.83 64.69 44.31 10.72 57.95 6.83 19.74 19.89 171.47 47.79 59.08 10.90 26.90 57.29 57.99 164.29 170.24 72.09 63.30 119.09 11.94 39.54 191.20 9.64 46.76 16.25 15.68 16.70 105.04 29.21 26.53 114.52 11.92 25.49 47.70 34.40 25.37 21.13 10.35 37.72 42.45 32.28 34.57 9.49 19.77
88.47 52.81 97.40 82.29 76.83 15.62 28.85 64.43 44.70 10.85 56.94 6.77 19.75 19.75 169.41 48.23 60.14 10.77 29.17 55.44 57.70 188.28 167.05 71.49 65.50 122.35 11.71 38.06 188.26 9.50 48.27 16.57 15.92 16.66 103.74 30.92 26.57 117.40 11.35 25.23 46.85 34.15 25.16 21.26 10.17 37.32 41.28 32.51 34.05 9.81 18.99
88.85 52.50 97.83 79.46 78.97 15.97 28.28 62.68 46.46 10.92 58.26 6.85 20.14 19.50 170.58 48.38 59.51 10.42 28.90 55.99 59.66 186.37 171.01 73.46 66.97 124.54 11.80 38.69 188.78 9.47 50.18 16.31 15.87 16.62 104.98 30.83 26.32 115.41 11.18 26.63 45.60 34.20 24.87 21.88 10.40 36.78 41.22 33.70 34.21 10.15 19.39
88.81 52.54 98.10 78.16 79.32 15.69 28.33 62.61 45.85 10.88 59.58 6.93 20.08 19.65 169.84 46.65 59.67 10.26 29.38 56.80 59.00 184.18 171.77 74.37 66.42 121.88 11.94 38.84 186.36 9.39 50.77 16.17 15.33 16.84 107.93 32.02 26.68 117.38 11.90 25.18 44.86 34.45 25.13 21.85 10.47 36.43 41.61 33.04 34.14 10.18 19.26
87.49 53.36 98.02 78.93 78.13 15.40 28.09 60.93 44.02 10.48 59.06 6.99 19.66 19.50 165.62 45.78 59.34 10.07 30.37 55.90 59.80 172.20 173.45 76.26 65.98 116.49 12.03 39.48 179.76 9.26 47.90 16.50 14.93 17.11 106.88 30.64 26.70 117.99 11.26 24.12 45.68 33.97 24.99 21.41 10.63 36.16 41.51 30.79 33.65 9.83 18.59
86.28 53.24 93.82 76.79 76.60 15.42 27.15 59.52 43.48 10.52 57.59 6.88 20.04 19.35 163.96 46.41 59.02 9.93 30.01 55.68 57.72 168.18 181.24 76.80 64.37 109.81 11.89 38.91 178.25 9.28 46.00 16.44 15.21 17.29 105.51 28.82 26.66 116.74 11.22 24.38 43.69 34.21 24.81 21.48 10.21 35.19 41.72 30.22 33.50 9.70 18.57
85.92 52.55 91.00 76.16 79.60 14.93 26.75 58.91 44.90 10.37 58.06 6.94 20.38 19.71 167.38 45.56 58.57 9.94 28.99 55.86 57.50 167.63 185.71 77.65 64.96 110.40 11.55 39.10 176.98 9.49 44.96 16.64 14.68 17.87 103.95 29.08 26.10 114.75 10.65 22.62 43.94 34.01 24.98 21.22 10.30 33.78 40.84 29.67 32.84 9.47 18.78
86.82 53.62 89.95 76.06 79.80 16.06 28.57 58.36 44.68 10.75 59.03 7.25 20.49 20.19 171.13 45.92 57.59 9.94 29.53 54.30 60.52 163.52 183.11 77.19 65.97 111.04 11.61 38.82 179.83 9.54 43.63 17.18 14.48 18.34 108.87 29.10 25.68 111.97 10.54 22.52 47.20 34.32 25.24 21.41 10.52 34.91 41.39 29.95 32.87 9.71 19.70
86.06 53.56 88.54 74.40 78.57 16.00 27.37 57.22 45.62 10.78 58.37 6.98 20.08 19.63 167.88 44.53 58.51 9.95 28.87 53.81 61.81 166.35 177.51 76.94 65.90 107.65 11.77 38.90 180.82 9.50 45.52 17.16 15.06 17.96 111.02 28.66 25.71 107.50 10.10 21.92 46.91 33.82 25.00 20.84 10.46 33.99 41.47 30.52 32.45 9.76 19.55
85.84 54.31 88.09 74.10 78.59 16.23 28.61 57.52 46.18 10.66 56.93 7.01 19.24 19.28 168.74 43.83 58.91 9.85 29.38 54.13 64.57 166.02 171.34 76.62 65.17 112.90 12.04 39.79 185.99 9.18 43.79 17.04 15.15 17.72 113.06 27.38 25.31 108.74 9.82 21.93 43.35 33.62 25.41 20.41 10.35 33.73 41.45 30.60 32.04 9.67 19.37
86.86 55.21 88.04 74.90 81.18 16.43 29.38 57.72 45.76 10.90 56.56 7.15 19.47 18.59 167.77 44.89 58.26 9.90 29.89 54.33 65.60 179.89 174.97 75.73 68.57 107.55 12.02 39.61 187.01 9.36 47.06 17.03 14.99 17.71 112.11 29.40 25.51 107.33 9.81 21.83 43.98 34.29 25.26 20.70 10.15 34.58 41.91 30.85 32.22 9.46 19.49
87.64 57.28 92.06 74.95 83.39 16.48 29.11 57.42 47.32 11.12 56.26 7.23 19.20 18.38 169.93 44.48 59.11 9.90 32.24 52.07 66.07 175.86 178.37 74.82 69.38 108.39 12.72 40.23 190.19 9.81 49.96 16.92 14.71 17.65 115.75 28.92 26.05 107.05 10.02 21.29 44.53 34.73 25.49 21.11 10.30 34.49 42.30 31.13 32.99 9.16 20.23
88.09 55.79 95.05 76.42 83.94 16.61 29.85 57.65 47.15 11.04 55.31 7.37 19.86 18.86 169.58 44.78 59.17 9.97 32.43 52.24 65.98 178.45 181.82 75.47 69.21 106.17 12.94 39.91 190.49 10.03 51.64 16.95 14.15 17.43 118.96 28.62 25.82 106.85 10.41 21.95 42.65 35.11 25.79 21.60 10.48 34.76 42.11 31.20 32.62 9.17 20.18
88.38 57.48 98.83 78.00 84.83 16.72 29.51 57.89 47.56 11.27 55.78 7.28 19.72 19.75 173.10 45.79 59.12 9.87 31.12 50.82 65.58 187.17 180.72 72.20 70.05 105.38 12.69 41.42 192.71 9.86 49.73 16.96 14.35 17.56 118.73 30.36 26.00 105.32 9.80 22.22 42.06 34.81 26.09 21.33 10.74 34.56 42.06 30.80 32.61 9.00 19.66
89.59 59.08 97.57 77.35 85.28 17.27 28.97 57.32 47.49 11.10 56.55 7.33 19.59 20.09 174.13 46.31 60.48 9.78 32.11 52.36 66.75 190.11 188.55 73.87 72.08 112.61 12.41 41.71 194.03 9.95 52.54 17.51 14.31 17.20 121.65 31.17 25.76 111.90 10.21 23.87 39.91 34.81 26.17 21.18 10.97 35.14 41.52 31.95 33.17 9.23 19.82
88.38 58.42 94.39 76.90 83.13 16.74 29.56 57.56 46.12 10.98 57.03 7.35 18.99 19.60 170.10 46.29 60.87 9.55 31.10 53.58 66.44 182.13 188.75 74.67 71.18 111.24 12.43 41.22 186.15 9.64 49.28 17.50 14.31 17.06 120.90 29.75 25.50 106.79 10.27 22.56 39.90 34.12 26.20 20.74 11.04 34.66 41.21 32.34 32.45 9.29 19.39
88.34 56.85 92.10 75.60 83.27 16.44 28.83 56.66 45.57 10.63 55.31 7.33 18.76 19.18 170.74 46.10 59.92 9.57 33.00 53.76 63.37 189.31 186.75 76.13 73.63 114.86 12.25 40.79 188.76 9.57 51.02 17.44 14.31 16.93 118.39 29.33 25.50 109.45 10.55 22.35 38.99 34.21 26.13 20.71 10.90 34.54 40.65 32.84 33.02 9.28 18.76
89.49 56.48 92.47 74.98 84.80 16.79 30.27 58.06 45.37 10.76 56.24 7.56 18.30 19.73 171.62 46.10 59.60 9.80 34.11 53.26 64.21 194.10 181.89 77.22 75.73 116.88 12.28 42.20 191.53 9.88 49.04 17.99 15.15 17.20 118.24 30.34 25.13 113.26 10.11 22.83 38.76 34.10 26.26 20.84 11.02 35.21 41.42 33.21 33.26 9.10 18.67
89.77 57.06 91.67 74.00 83.16 16.78 30.88 56.57 45.87 10.67 59.50 7.59 18.44 19.95 172.39 46.22 59.72 10.18 33.87 54.42 64.08 198.00 187.13 78.52 74.56 115.94 12.51 41.66 193.77 10.07 48.62 17.90 15.33 17.00 117.37 29.84 24.95 110.69 9.99 22.66 38.83 34.13 26.00 20.86 11.13 35.55 41.76 33.12 33.19 9.13 19.18
87.82 57.34 90.02 71.72 79.19 16.44 30.54 54.86 44.84 10.77 58.78 7.52 17.68 19.12 171.47 45.40 57.76 10.10 34.53 52.33 64.47 181.21 183.90 77.75 73.47 117.05 12.32 39.76 189.90 9.53 48.09 17.83 15.28 16.07 116.86 28.37 24.66 98.88 9.69 23.03 40.24 34.06 25.82 20.95 11.11 36.38 41.41 31.81 32.73 8.61 19.11
87.62 56.67 89.18 71.59 80.60 16.20 30.83 54.57 43.95 10.84 58.06 7.45 18.25 19.10 173.55 45.99 58.52 10.24 34.27 54.46 63.19 176.11 183.70 78.84 72.45 112.95 12.55 40.94 186.24 9.53 45.32 17.81 15.01 16.15 115.44 26.91 25.11 98.49 9.56 22.96 41.25 34.80 25.84 20.65 11.11 35.25 41.94 32.68 33.34 8.76 19.19
86.66 57.63 87.92 71.66 81.11 16.66 30.62 54.18 43.61 10.54 56.47 7.40 17.42 19.45 175.54 46.20 57.67 9.96 33.39 50.88 63.84 172.27 178.69 78.59 70.97 108.65 12.11 41.74 184.04 9.74 44.00 17.63 14.87 16.42 115.60 27.65 25.22 100.05 9.76 21.72 39.08 34.52 25.72 20.48 11.16 33.80 42.00 31.73 32.67 8.76 18.37
87.02 58.86 89.81 72.29 80.85 16.23 31.79 54.62 44.88 10.81 55.92 7.31 17.30 19.75 182.69 46.87 56.81 9.78 33.28 49.38 65.26 178.70 173.81 78.79 70.37 108.97 11.94 41.34 188.39 9.59 42.49 17.83 14.50 16.53 116.19 27.50 25.52 100.11 9.60 22.40 38.35 35.26 25.95 20.70 11.16 33.98 41.56 31.74 32.75 8.86 18.38
86.41 57.80 90.63 72.59 79.13 16.83 32.37 53.95 44.64 10.55 54.89 7.41 16.35 20.18 181.83 46.76 55.24 9.50 33.80 47.14 64.65 188.42 174.33 76.94 67.32 107.35 11.65 40.14 182.68 9.60 41.89 17.83 13.99 16.48 112.09 27.25 25.14 99.00 9.86 21.68 38.45 34.79 25.80 20.49 11.37 33.90 41.41 31.37 32.07 8.46 18.01
85.09 58.44 89.52 73.26 76.00 16.46 31.94 53.63 44.44 10.67 54.82 7.49 16.12 19.86 181.08 47.77 53.85 9.19 32.79 45.49 65.54 180.03 177.29 76.17 64.62 106.03 11.65 38.80 176.57 9.33 38.87 17.53 13.89 16.85 110.73 26.52 25.35 95.45 9.31 20.96 39.87 34.30 25.34 20.75 11.16 34.11 40.73 30.85 31.97 8.20 17.31
84.85 60.13 88.97 74.82 75.23 16.72 32.67 53.61 44.78 11.00 54.60 7.49 16.06 19.34 180.29 48.85 53.27 8.95 31.38 45.52 66.12 170.85 174.68 76.77 64.54 102.05 11.55 40.05 174.35 9.53 38.19 17.62 14.54 17.12 113.31 25.26 25.91 88.79 9.28 21.80 40.38 33.90 25.50 20.61 11.14 33.73 40.78 32.53 32.28 8.41 17.11
85.60 61.91 86.92 75.48 75.79 17.59 32.11 54.62 45.34 11.24 54.63 7.35 16.33 20.15 181.34 49.44 53.26 9.12 31.19 47.08 67.29 166.58 177.48 78.80 63.87 103.90 11.53 41.44 179.03 9.82 38.80 18.21 14.93 17.29 112.28 24.92 25.79 87.51 9.50 22.83 41.05 34.12 25.51 20.88 11.19 34.47 40.97 34.51 32.51 8.52 17.65
86.31 62.52 86.26 77.33 79.75 18.25 32.28 55.92 46.35 11.44 55.61 7.31 16.66 20.12 180.52 49.95 53.46 9.13 31.01 46.64 68.57 166.25 176.42 80.39 62.14 103.70 11.65 41.94 179.25 9.70 39.85 18.44 15.13 17.50 113.61 24.27 25.93 87.01 9.56 23.77 41.40 34.50 25.75 21.72 11.16 34.94 41.89 35.03 33.17 8.67 17.58
87.14 62.30 87.59 77.29 81.38 19.29 32.40 56.58 46.34 11.76 58.28 7.12 16.54 19.35 178.41 50.44 55.13 9.57 29.97 48.03 65.17 163.69 178.36 81.61 61.11 101.88 12.19 41.86 181.18 9.94 42.30 18.40 15.08 17.76 116.24 25.10 26.00 88.82 9.87 23.87 42.24 34.80 25.99 22.16 11.26 34.99 41.43 36.29 33.52 9.00 17.93
87.12 62.08 86.62 76.63 80.87 18.81 31.49 56.35 44.79 11.83 57.09 7.20 17.20 18.78 177.19 47.67 55.80 9.60 29.86 47.14 65.96 164.00 175.57 81.48 63.63 106.25 12.42 41.49 177.98 10.07 40.90 18.59 15.03 17.96 117.39 26.10 25.64 89.86 10.02 24.99 40.23 34.95 25.95 22.63 11.14 35.54 41.16 36.83 34.27 9.14 17.83
